"dwc.scientificName","freq"
"Moenkhausia sanctaefilomenae",51
"Notropis amplamala",51
"Oncorhynchus masou",51
"Poeciliopsis hybrid",51
"Rivulus tenuis",51
"Strongylura marina",51
"Alosa chrysochloris",50
"Anabas testudineus",50
"Engraulis mordax mordax",50
"Esox americanus vermiculatus",50
"Fundulus heteroclitus",50
"Lepomis punctatus subsp. miniatus",50
"Moxostoma sp.",50
"Notropis maculatus",50
"Opsarius pulchellus",50
"Pangasius bocourti",50
"Pholis ornatus",50
"Cichlasoma minckleyi",49
"Exoglossum laurae",49
"Ictalurus lupus",49
"Lythrurus roseipinnis",49
"Stephanolepis hispidus",49
"Unidentified",49
"Xenotoca variata",49
"Blepsias cirrhosus",48
"Chilomycterus schoepfi",48
"Etheostoma olmstedi",48
"Monacanthus ciliatus",48
"Poecilia formosa",48
"Poeciliopsis presidionis",48
"Pomatomus saltatrix",48
"Rasbora dusonensis",48
"Symphurus plagiusa",48
"Zoogoneticus quitzeoensis",48
"Alfaro huberi",47
"Ameiurus catus",47
"Clupea pallasii",47
"Dormitator latifrons",47
"Elops saurus",47
"Etheostoma flabellare lineolatum",47
"Fundulus diaphanus intergrade",47
"Hyporhamphus unifasciatus",47
"Ictalurus dugesi",47
"Opsarius koratensis",47
"Pteropangasius pleurotaenia",47
"Rasbora borapetensis",47
"Strongylura notata",47
"Syngnathus californiensis intergrade",47
"Xiphophorus variatus",47
"Bathygobius soporator",46
"Echeneis naucrates",46
"Embiotoca jacksoni",46
"Micropterus dolomieu velox",46
"Orthopristis chrysoptera",46
"Pyrrhulina australis",46
"Sphoeroides vermicularis",46
"Aequidens vittatus",45
"Cichlasoma aureum",45
"Crenicichla saxatilis",45
"Curimata nitens",45
"Gila sp.",45
"Halichoeres bivittatus",45
"Hexagrammos otakii",45
"Hybrid",45
"Luxilus albeolus",45
"Moxostoma congestum",45
"Moxostoma poecilurum",45
"Phenacobius uranops",45
"Aphyocharax anisitsi",44
"Astyanax sp.",44
"Citharichthys spilopterus",44
"Cottus perplexus",44
"Cynoscion nebulosus",44
"Etheostoma swaini",44
"Gymnotus carapo",44
"Henicorhynchus siamensis",44
"Hiodon tergisus",44
"Kryptopterus moorei",44
"Mugil trichodon",44
"Notropis stilbius",44
"Notropis volucellus subsp. wickliffi",44
"Notropis xaenocephalus",44
"Poeciliopsis viriosa",44
"Profundulus labialis",44
"Selaroides leptolepis",44
"Characidae unid.",43
"Clevelandia ios",43
"Coregonus nigripinnis nigripinnis",43
"Etheostoma swannanoa",43
"Fundulus dispar",43
"Gambusia marshi",43
"Geophagus jurupari",43
"Lactophrys quadricornis",43
"Micropterus salmoides intergrade",43
"Rasbora paviei",43
"Yuriria alta",43
"Cyprinodon macularius",42
"Hyphessobrycon luetkeni",42
"Lagocephalus spadiceus",42
"Lampetra aepyptera",42
"Moxostoma austrinum",42
"Notropis leuciodus subsp. leuciodus",42
"Oligoplites saurus",42
"Phallichthys amates",42
"Poecilia petenensis",42
"Pseudorasbora parva",42
"Salmo salar",42
"Agosia sp.",41
"Amblyrhynchichthys micracanthus",41
"Caranx hippos",41
"Carlhubbsia kidderi",41
"Cichlasoma heterospilum",41
"Ditrema temmincki",41
"Etheostoma baileyi",41
"Etheostoma flabellare flabellare",41
"Mylocheilus caurinus",41
"Mystus atrifasciatus",41
"Paralichthys albigutta",41
"Percina ouachitae",41
"Pseudogobio esocinus",41
"Setipinna melanochir",41
"Sillago sihama",41
"Barbodes altus",40
"Cichlasoma motaguense",40
"Cichlasoma pasionis",40
"Cyprinella nivea",40
"Gasterosteus aculeatus intergrade",40
"Labrisomus nuchipinnis",40
"Lampetra tridentata",40
"Moenkhausia dichroura",40
"Notropis chrosomus",40
"Notropis ozarcanus",40
"Parauchenipterus galeatus",40
"Raiamas guttatus",40
"Serrasalmus sp.",40
"Umbra pygmaea",40
"Xenotoca melanosoma",40
"Anchoa hepsetus",39
"Barbus maculatus",39
"Carpiodes cyprinus hinei",39
"Catostomus santaanae",39
"Chanda siamensis",39
"Coryphaena hippurus",39
"Erimyzon tenuis",39
"Gambusia vittata",39
"Lepomis megalotis subsp. hypotis",39
"Mugil sp.",39
"Mylopharodon conocephalus",39
"Opsanus beta",39
"Pimelodella gracilis",39
"Pomacentrus leucostictus",39
"Prionotus tribulus",39
"Rasbora aurotaenia",39
"Schistura sp.",39
"Sicydium multipunctatum",39
"Triportheus angulatus",39
"Xenentodon canciloides",39
"Xenotoca eiseni",39
"Clupeoides borneensis",38
"Cottus aleuticus",38
"Etheostoma maculatum",38
"Gambusia luma",38
"Gambusia nicaraguensis",38
"Girella nigricans",38
"Glyptothorax lampris",38
"Hemitremia flammea",38
"Lepidopsetta bilineata",38
"Leptolucania ommata",38
"Lythrurus lirus",38
"Oplegnathus fasciatus",38
"Profundulus punctatus",38
"Serrasalmus rhombeus",38
"Sphyraena barracuda",38
"Synaptura harmandi",38
"Tenualosa thibaudeaui",38
"Adinia xenica",37
"Basilichthys sp.",37
"Brevoortia patronus",37
"Cichlasoma istlanum",37
"Cichlasoma pearsei",37
"Enophrys bison",37
"Jordanella floridae",37
"Lepidotrigla microptera",37
"Lythrurus bellus",37
"Menidia beryllina peninsulae",37
"Monopterus albus",37
"Moxostoma breviceps",37
"Phoxinus hybrid",37
"Poecilia orri",37
"Profundulus guatemalensis",37
"Tetraodon leiurus",37
"Thynnichthys thynnoides",37
"Zeus faber",37
"Acanthopsis choirorhynchos",36
"Archoplites interruptus",36
"Ascelichthys rhodorus",36
"Centropomus undecimalis",36
"Cichlasoma sp.",36
"Cynoglossus puncticeps",36
"Eucinostomus melanopterus",36
"Geophagus surinamensis",36
"Gobiosoma robustum",36
"Haemulon plumieri",36
"Hampala dispar",36
"Hyperprosopon argenteum",36
"Ictalurus sp.",36
"Leporinus sp.",36
"Notropis braytoni",36
"Notropis chlorocephalus",36
"Notropis scabriceps",36
"Phallichthys fairweatheri",36
"Prosopium coulteri",36
"Salvelinus alpinus",36
"Sander vitreus vitreum",36
"Strongylura timucu",36
"Trachinotus falcatus",36
"Acanthurus bahianus",35
"Artedius fenestralis",35
"Atherinomorus stipes",35
"Campostoma anomalum intergrade",35
"Cyprinella callistia",35
"Dionda ipni",35
"Dorosoma anale",35
"Eleotris melanosoma",35
"Etheostoma edwini",35
"Hemilepidotus spinosus",35
"Lepomis symmetricus",35
"Loricaria parva",35
"Lutjanus synagris",35
"Neogobius melanostomus",35
"Notropis sallei",35
"Notropis signipinnis",35
"Oostethus lineatus",35
"Phoxinus oreas",35
