"Collector","Count"
"walters",10
"warfel",10
"williamson",10
"wilner",10
"02",9
"abbott",9
"archibald",9
"avery",9
"behler",9
"benson",9
"bertram",9
"burton",9
"cewan",9
"chang",9
"clyde",9
"connally",9
"coons",9
"corbett",9
"danks",9
"denburgh",9
"der",9
"dugger",9
"estabrooks",9
"f.m.s",9
"forment",9
"furuiti",9
"gaelick",9
"giannini",9
"guy",9
"hannas",9
"hassan",9
"haven",9
"heinicke",9
"hembree",9
"horace",9
"hug",9
"huntington",9
"ijang",9
"interior",9
"inu",9
"inukiti",9
"irene",9
"ivanyi",9
"jensen",9
"karl",9
"knox",9
"krockenberger",9
"lehy",9
"lilly",9
"lizotte",9
"lockhart",9
"lopez",9
"loveridge",9
"marilyn",9
"maritime",9
"mctiernan",9
"medellin",9
"michel",9
"mueller",9
"nettleship",9
"osborn",9
"owston",9
"ozora",9
"pamela",9
"peissel",9
"pozzi",9
"price",9
"randy",9
"rettenmeyer",9
"riminich",9
"robinette",9
"rodney",9
"ronald",9
"rossignol",9
"schmelcher",9
"science",9
"scollick",9
"starr",9
"surveys",9
"terra",9
"tohamy",9
"ueblacher",9
"waggerman",9
"weed",9
"will",9
"willet",9
"wingate",9
"zallocco",9
"abramson",8
"agong",8
"american",8
"anne",8
"arizona",8
"beverly",8
"bob",8
"bowen",8
"carmela",8
"crowell",8
"cuomo",8
"daigre",8
"dale",8
"davies",8
"de99",8
"desert",8
"dunn",8
"emerton",8
"ernesto",8
"finch",8
"fiore",8
"fordyce",8
"forrer",8
"french",8
"frost",8
"gill",8
"golovushkin",8
"grismer",8
"haedrich",8
"haigh",8
"helmut",8
"hicklin",8
"hitchcock",8
"hopkins",8
"hubbell",8
"hunt",8
"jay",8
"jeffreys",8
"job",8
"kolang",8
"kussmann",8
"latham",8
"laurence",8
"lemin",8
"lindsay",8
"loke",8
"long",8
"lord",8
"luck",8
"marra",8
"maureen",8
"maurice",8
"mearns",8
"mikhail",8
"momiyamu",8
"monson",8
"moski",8
"mothe",8
"nakata",8
"neil",8
"newton",8
"olsen",8
"ottomar",8
"ouellet",8
"paluku",8
"petersheim",8
"quate",8
"queiroz",8
"ramcharan",8
"reid",8
"reinecke",8
"richey",8
"ronit",8
"roscoe",8
"roza",8
"salt",8
"santos",8
"serano",8
"silver",8
"solsky",8
"sonora",8
"spaulding",8
"sproul",8
"stager",8
"talcott",8
"theiss",8
"tho",8
"tolsu",8
"totten",8
"trapier",8
"tufts",8
"tuvia",8
"victoria",8
"waage",8
"waydeliu",8
"wentz",8
"wetmore",8
"whittaker",8
"winkle",8
"wittenberg",8
"zhen",8
"zimmerman",8
"alstine",7
"attwater",7
"baily",7
"baird",7
"baptista",7
"barlow",7
"bart",7
"bassett",7
"beebe",7
"bolanos",7
"boss",7
"briscoe",7
"bryce",7
"burnes",7
"c.j",7
"cantwell",7
"capt",7
"cardoso",7
"chicago",7
"cieplak",7
"claire",7
"corless",7
"currier",7
"demaynadier",7
"dicks",7
"dilger",7
"doerge",7
"dominguez",7
"donat",7
"dotson",7
"dunham",7
"edmonde",7
"eld",7
